# Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
9,thursday,young,male,junior high,employee,junior,unknown,owner,used,unknown,office,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,unknown,unknown,none,lane change left,slight
8,saturday,young,male,junior high,employee,experienced,truck,owner,unknown,no,other,twoway broken lines,tangent flat,unknown,gravel,dry,daylight,normal,vehicle,2,1,other,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
10,friday,adult,male,illiterate,employee,unknown,bus,owner,unknown,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,1,straight,driver,male,young,3,self-employed,normal,none,distance,slight
16,wednesday,young,male,junior high,employee,experienced,bus,governmental,unknown,unknown,residential,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,priority violation,slight
17,thursday,young,male,junior high,employee,junior,other,owner,recent,no,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,straight,driver,male,minor,3,self-employed,normal,none,backward,slight
17,thursday,adult,male,junior high,employee,intermediate,other,owner,unknown,no,office,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,straight,driver,male,young,3,driver,normal,none,backward,slight
17,thursday,adult,male,junior high,employee,veteran,other,owner,used,no,office,undivided,tangent flat,unknown,dirt,dry,daylight,normal,vehicle,3,1,straight,unknown,unknown,unknown,unknown,other,normal,none,improper exit,slight
17,thursday,adult,unknown,junior high,owner,experienced,bus,unknown,unknown,unknown,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,backward,pedestrian,female,young,2,unknown,unknown,none,lane change left,slight
15,monday,young,male,high school,employee,junior,truck,owner,unknown,unknown,other,unknown,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,backward,unknown,unknown,unknown,unknown,self-employed,normal,none,lane change left,slight
15,monday,young,male,junior high,employee,veteran,other,owner,aged,unknown,other,undivided,tangent flat,unknown,unknown,dry,lights,normal,vehicle,1,2,overtaking,driver,male,young,3,other,normal,none,priority violation,serious
15,monday,young,male,junior high,employee,junior,bus,owner,unknown,no,office,unknown,tangent flat,unknown,gravel,dry,lights,normal,roadside object,1,2,straight,pedestrian,female,young,3,unknown,unknown,nearside crossing blocked,lane change right,serious
15,monday,adult,male,junior high,employee,intermediate,other,owner,aged,no,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,straight,pedestrian,female,young,3,unknown,unknown,none,lane change right,slight
16,thursday,young,male,junior high,employee,veteran,truck,owner,unknown,no,other,twoway broken lines,downhill,unknown,unknown,dry,daylight,normal,vehicle,3,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,careless,slight
16,thursday,senior,male,junior high,employee,intermediate,other,owner,aged,no,church,other,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,backward,driver,male,young,3,unknown,unknown,none,lane change left,slight
16,thursday,adult,male,elementary,employee,experienced,other,governmental,unknown,no,industrial,undivided,tangent flat,unknown,dirt,dry,lights,normal,vehicle,2,2,straight,driver,male,young,3,driver,normal,none,lane change right,slight
17,sunday,young,male,unknown,unknown,unknown,other,organization,used,unknown,other,undivided,tangent flat,unknown,asphalt,dry,lights,normal,rollover,2,2,straight,unknown,unknown,unknown,unknown,driver,normal,none,drugs,slight
17,sunday,adult,male,elementary,employee,junior,pickup,owner,old,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,2,other,driver,male,adult,3,driver,normal,none,careless,serious
11,saturday,unknown,male,elementary,employee,experienced,car,owner,recent,unknown,office,undivided,tangent mountain,unknown,asphalt,dry,daylight,normal,vehicle,1,2,junction,unknown,unknown,unknown,unknown,driver,normal,none,distance,serious
11,saturday,senior,male,elementary,employee,experienced,other,owner,unknown,no,other,oneway,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,1,rollover,unknown,unknown,unknown,unknown,self-employed,normal,none,priority violation,slight
11,saturday,adult,male,junior high,employee,junior,truck,owner,unknown,no,recreational,undivided,downhill,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,self-employed,normal,none,priority violation,slight
11,saturday,adult,male,junior high,employee,experienced,bus,governmental,unknown,no,other,twoway broken lines,downhill,unknown,dirt,dry,lights,normal,vehicle,1,1,straight,driver,male,adult,3,driver,normal,none,priority violation,fatal
12,saturday,senior,male,junior high,employee,experienced,car,governmental,old,no,church,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,straight,driver,female,young,3,driver,normal,none,lane change left,slight
12,saturday,senior,male,junior high,employee,intermediate,pickup,owner,unknown,unknown,residential,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,2,straight,driver,male,minor,3,unknown,unknown,none,backward,slight
12,saturday,young,male,junior high,employee,junior,truck,owner,old,no,office,twoway broken lines,unknown,unknown,asphalt,dry,daylight,normal,roadside object,2,2,straight,driver,female,young,3,driver,normal,none,careless,slight
12,saturday,young,male,junior high,employee,experienced,bus,owner,used,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,drugs,slight
7,friday,adult,male,junior high,employee,novice,other,governmental,used,unknown,office,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,slight
7,friday,adult,male,junior high,employee,experienced,truck,owner,unknown,unknown,office,other,tangent flat,unknown,asphalt,wet,daylight,raining,roadside object,2,4,straight,driver,male,minor,3,unknown,normal,none,priority violation,fatal
19,sunday,young,male,junior high,owner,experienced,pickup,owner,unknown,no,other,oneway,escarpment,unknown,asphalt,wet,daylight,raining,roadside object,2,4,exiting,driver,male,young,3,unknown,unknown,none,lane change right,fatal
19,sunday,adult,male,unknown,owner,experienced,other,owner,unknown,no,residential,undivided,tangent flat,unknown,asphalt,wet,daylight,raining,vehicle,2,4,exiting,unknown,unknown,unknown,unknown,driver,normal,none,lane violation,fatal
20,sunday,senior,male,junior high,employee,experienced,truck,owner,unknown,no,recreational,oneway,tangent flat,unknown,asphalt,wet,daylight,raining,pedestrian,2,4,exiting,driver,male,senior,3,driver,normal,none,backward,fatal
20,sunday,senior,male,high school,employee,intermediate,horse,owner,unknown,no,church,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,backward,unknown,unknown,unknown,unknown,self-employed,normal,none,priority violation,slight
20,sunday,senior,male,higher education,employee,experienced,car,owner,unknown,no,other,oneway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,straight,driver,female,senior,3,driver,normal,none,distance,slight
20,sunday,senior,female,junior high,employee,veteran,car,owner,unknown,no,other,undivided,tangent flat,unknown,dirt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,careless,slight
20,sunday,senior,male,junior high,employee,novice,car,owner,unknown,no,other,twoway broken lines,tangent flat,unknown,asphalt,wet,daylight,raining,vehicle,2,1,waiting,driver,male,young,3,driver,normal,none,lane change left,slight
20,sunday,adult,male,elementary,employee,experienced,other,governmental,unknown,no,residential,other,tangent flat,unknown,asphalt,wet,lights,other,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,priority violation,slight
13,wednesday,senior,male,elementary,employee,intermediate,truck,owner,aged,no,school,other,tangent flat,unknown,asphalt,wet,lights,other,roadside object,2,1,other,unknown,unknown,unknown,unknown,driver,normal,none,priority violation,slight
13,wednesday,young,male,junior high,employee,intermediate,truck,owner,aged,no,church,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
13,wednesday,unknown,male,junior high,employee,junior,truck,owner,aged,no,other,other,tangent flat,unknown,other,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,self-employed,normal,none,lane violation,slight
13,wednesday,unknown,male,junior high,employee,intermediate,car,owner,new,unknown,other,twoway broken lines,tangent flat,unknown,gravel,wet,daylight,raining,vehicle,2,2,straight,driver,male,adult,3,unknown,normal,none,careless,slight
13,sunday,minor,male,junior high,employee,intermediate,bus,owner,used,unknown,office,undivided,tangent flat,unknown,gravel,wet,daylight,raining,vehicle,2,2,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,careless,slight
13,sunday,young,male,junior high,employee,veteran,car,owner,used,unknown,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,overtaking,driver,male,young,3,driver,normal,none,lane change right,slight
7,friday,young,male,high school,employee,novice,bus,owner,used,no,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,careless,slight
7,friday,young,male,junior high,employee,intermediate,truck,owner,new,no,hospital,undivided,tangent flat,unknown,dirt,dry,daylight,normal,vehicle,3,1,straight,driver,male,young,3,driver,normal,none,lane change left,slight
15,thursday,adult,male,high school,employee,veteran,car,owner,used,unknown,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,careless,slight
20,friday,senior,male,junior high,employee,veteran,truck,owner,unknown,unknown,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,rollover,driver,male,minor,3,driver,normal,none,careless,slight
20,friday,adult,male,high school,employee,experienced,truck,owner,unknown,unknown,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,drugs,slight
20,friday,adult,male,junior high,employee,veteran,pickup,unknown,unknown,unknown,other,double carriageway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,careless,serious
17,thursday,senior,male,junior high,employee,junior,other,governmental,unknown,no,other,twoway broken lines,tangent grade,unknown,dirt,dry,daylight,normal,other,1,1,exiting,driver,male,young,3,unknown,unknown,none,distance,slight
17,thursday,senior,male,junior high,employee,intermediate,car,owner,aged,no,hospital,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,backward,unknown,unknown,unknown,unknown,unknown,normal,none,careless,slight
17,thursday,adult,male,elementary,employee,intermediate,car,unknown,aged,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,1,exiting,driver,male,adult,3,driver,normal,none,lane violation,slight
14,friday,young,male,elementary,other,experienced,truck,owner,unknown,no,other,oneway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,overtaking,unknown,unknown,unknown,unknown,driver,normal,none,overtaking,slight
12,sunday,adult,male,junior high,employee,experienced,threewheeler,owner,used,no,other,twoway broken lines,tangent grade,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,minor,3,unknown,unknown,none,distance,slight
12,sunday,young,male,high school,owner,experienced,car,owner,unknown,unknown,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,careless,slight
7,tuesday,young,male,junior high,employee,veteran,truck,owner,unknown,unknown,residential,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,straight,driver,male,young,2,self-employed,normal,none,priority violation,slight
16,wednesday,adult,male,junior high,employee,novice,truck,owner,used,no,other,twoway broken lines,tangent flat,unknown,asphalt,wet,daylight,raining,vehicle,2,4,backward,passenger,male,minor,2,self-employed,normal,none,priority violation,slight
8,wednesday,adult,male,junior high,other,novice,truck,owner,unknown,unknown,residential,twoway broken lines,tangent flat,unknown,asphalt,wet,daylight,raining,vehicle,2,4,exiting,unknown,unknown,unknown,unknown,self-employed,normal,none,priority violation,slight
8,wednesday,young,male,junior high,employee,veteran,car,owner,unknown,unknown,other,undivided,tangent flat,unknown,asphalt,wet,daylight,raining,roadside object,2,4,straight,driver,male,young,3,unknown,unknown,none,priority violation,slight
8,wednesday,young,male,high school,owner,experienced,unknown,owner,used,unknown,residential,double carriageway,tangent flat,unknown,asphalt,wet,daylight,raining,roadside object,2,4,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,distance,slight
18,tuesday,young,male,elementary,owner,experienced,car,owner,unknown,unknown,office,twoway broken lines,tangent flat,unknown,dirt,dry,daylight,normal,vehicle,1,1,straight,driver,female,adult,3,self-employed,normal,none,backward,serious
12,friday,adult,male,junior high,employee,intermediate,bus,owner,old,unknown,office,twoway broken lines,tangent grade,unknown,asphalt,dry,daylight,unknown,roadside object,1,1,backward,unknown,unknown,unknown,unknown,driver,deaf,none,distance,serious
12,friday,adult,male,junior high,employee,intermediate,bus,owner,unknown,unknown,office,double carriageway,tangent flat,unknown,asphalt,wet,darkness,raining,roadside object,1,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change left,serious
7,wednesday,young,male,higher education,employee,experienced,other,owner,unknown,unknown,recreational,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,stopping,driver,female,senior,3,self-employed,normal,none,lane change left,slight
7,wednesday,adult,male,junior high,owner,intermediate,car,owner,unknown,unknown,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,overtaking,driver,male,senior,3,self-employed,normal,none,pedestrian violation,slight
